2025-01-06 18:31:58,320 - INFO - Loaded 718 documents from /root/rag_project/data/crawled/安徽合肥公共资源交易中心.
2025-01-06 18:31:58,320 - INFO - Text splitter created.
2025-01-06 18:31:58,329 - INFO - 71-2007-01-09-中华人民共和国行政复议法.txt is empty, skipped.
2025-01-06 18:31:58,330 - INFO - 61-2007-01-09-公路工程施工招标评标委员会评标工作细则.txt is empty, skipped.
2025-01-06 18:31:58,330 - INFO - 60-2007-01-10-企业国有产权转让管理暂行办法.txt is empty, skipped.
2025-01-06 18:31:58,330 - INFO - 65-2007-01-09-关于印发《合肥市政府采购中心保密暂行规定》的通知.txt is empty, skipped.
2025-01-06 18:31:58,330 - INFO - 57-2007-01-10-国有控股上市公司（境内）实施股权激励试行办法.txt is empty, skipped.
2025-01-06 18:31:58,331 - INFO - 42-2011-08-18-关于加强企业国有产权交易管理工作的通知(甘肃).txt is empty, skipped.
2025-01-06 18:31:58,331 - INFO - 24-2018-03-15-关于加强对建设工程项目招标公告和公示信息发布管理的通知.txt is empty, skipped.
2025-01-06 18:31:58,331 - INFO - 64-2007-01-09-合肥市政府采购中心内部合同监督管理规定（试行）.txt is empty, skipped.
2025-01-06 18:31:58,331 - INFO - 63-2007-01-09-关于政府采购合同签定、履约监督以及验收暂行规定.txt is empty, skipped.
2025-01-06 18:31:58,332 - INFO - 54-2007-01-10-兰州市人民政府国有资产监督管理委员会公告.txt is empty, skipped.
2025-01-06 18:31:58,332 - INFO - 68-2007-01-09-合肥市政府采购工作监督暂行规定.txt is empty, skipped.
2025-01-06 18:31:58,333 - INFO - 58-2007-01-10-关于进一步做好国有企业政策性关闭破产工作的意见.txt is empty, skipped.
2025-01-06 18:31:58,333 - INFO - 61-2007-01-09-厦门市建设工程最低投标价中标实施办法.txt is empty, skipped.
2025-01-06 18:31:58,333 - INFO - 24-2018-03-15-合肥市公管局关于规范公共资源交易领域行政处罚信息公示工作的通知.txt is empty, skipped.
2025-01-06 18:31:58,334 - INFO - 66-2007-01-09-合肥市市级政府采购预算管理暂行办法.txt is empty, skipped.
2025-01-06 18:31:58,335 - INFO - 57-2007-01-10-关于加强企业国有资产评估管理工作问题的通知.txt is empty, skipped.
2025-01-06 18:31:58,335 - INFO - 39-2014-03-24-关于印发《合肥市公共资源交易业务审批暂行办法》的通知.txt is empty, skipped.
2025-01-06 18:31:58,336 - INFO - 39-2014-05-12-合肥市公共资源交易项目履约反馈管理办法.txt is empty, skipped.
2025-01-06 18:31:58,336 - INFO - 55-2007-01-10-关于免收开发园区工业投资项目行政事业性收费的通知.txt is empty, skipped.
2025-01-06 18:31:58,336 - INFO - 72-2007-01-09-安徽省省级政府采购2002年集中采购目录.txt is empty, skipped.
2025-01-06 18:31:58,337 - INFO - 69-2007-01-09-财政部关于印发《中央单位政府采购管理实施办法》的通知.txt is empty, skipped.
2025-01-06 18:31:58,337 - INFO - 21-2018-07-09-安徽省建筑工程招标投标管理办法.txt is empty, skipped.
2025-01-06 18:31:58,338 - INFO - 70-2007-01-09-建设部关于进一步加强工程招标投标管理的规定.txt is empty, skipped.
2025-01-06 18:31:58,340 - INFO - 56-2007-01-10-合肥市罚没物资管理暂行办法.txt is empty, skipped.
2025-01-06 18:31:58,340 - INFO - 38-2015-03-09-关于印发《合肥市公管局2014年度规范性文件清理报告》的通知.txt is empty, skipped.
2025-01-06 18:31:58,340 - INFO - 63-2007-01-09-合肥市政府采购中心协议供货程序.txt is empty, skipped.
2025-01-06 18:31:58,341 - INFO - 57-2007-01-10-上市公司收购管理办法正式出台.txt is empty, skipped.
2025-01-06 18:31:58,341 - INFO - 22-2018-07-05-关于印发《合肥市公共资源交易特殊项目评标评审专家确定暂行办法》的通知.txt is empty, skipped.
2025-01-06 18:31:58,341 - INFO - 57-2007-01-10-中华人民共和国企业破产法.txt is empty, skipped.
2025-01-06 18:31:58,343 - INFO - 18-2018-12-11-市公管局取消政务服务事项申请材料清单.txt is empty, skipped.
2025-01-06 18:31:58,343 - INFO - 66-2007-01-09-关于对部分设备实施协议供货办法的通知.txt is empty, skipped.
2025-01-06 18:31:58,343 - INFO - 36-2016-08-23-合肥市公管局规范行政处罚自由裁量权实施办法.txt is empty, skipped.
2025-01-06 18:31:58,344 - INFO - 38-2015-08-19-国务院办公厅关于印发整合建立统一的公共资源交易平台工作方案的通知.txt is empty, skipped.
2025-01-06 18:31:58,344 - INFO - 19-2018-11-28-关于印发《合肥市涉密项目交易操作办法(试行)》的通知.txt is empty, skipped.
2025-01-06 18:31:58,344 - INFO - 35-2017-02-16-关于《合肥市公共资源交易项目交易方式管理暂行规定》解读.txt is empty, skipped.
2025-01-06 18:31:58,344 - INFO - 69-2007-01-09-安徽省政府采购管理暂行办法.txt is empty, skipped.
2025-01-06 18:31:58,344 - INFO - 58-2007-01-10-地方国有资产监管工作指导监督暂行办法.txt is empty, skipped.
2025-01-06 18:31:58,345 - INFO - 59-2007-01-10-关于进一步规范国有大中型企业主辅分离辅业改制的通知（国资发分配[2005]250号）.txt is empty, skipped.
2025-01-06 18:31:58,345 - INFO - 63-2007-01-09-关于加强网员单位管理的补充规定.txt is empty, skipped.
2025-01-06 18:31:58,345 - INFO - 63-2007-01-09-关于印发《合肥市政府采购中心项目资料信息管理暂行办法》的通知.txt is empty, skipped.
2025-01-06 18:31:58,346 - INFO - 18-2018-12-20-关于印发《合肥市徽采商城管理暂行办法》的通知.txt is empty, skipped.
2025-01-06 18:31:58,347 - INFO - 21-2018-07-23-关于印发《合肥市公管局2018年度依法行政和法治政府建设工作安排》的通知.txt is empty, skipped.
2025-01-06 18:31:58,347 - INFO - 17-2019-01-18-合肥市公管局2018年度规范性文件清理结果.txt is empty, skipped.
2025-01-06 18:31:58,347 - INFO - 56-2007-01-10-合肥市引荐外来资金奖励办法.txt is empty, skipped.
2025-01-06 18:31:58,347 - INFO - 44-2011-05-10-安徽省企业国有资产监督管理暂行办法.txt is empty, skipped.
2025-01-06 18:31:58,348 - INFO - 58-2007-01-10-上市公司证券发行管理办法.txt is empty, skipped.
2025-01-06 18:31:58,348 - INFO - 33-2017-08-15-关于发布我市公共资源交易执法系统普法责任清单的通知.txt is empty, skipped.
2025-01-06 18:31:58,348 - INFO - 43-2011-07-14-关于调整产权交易服务收费标准的通知.txt is empty, skipped.
2025-01-06 18:31:58,348 - INFO - 40-2013-01-11-合肥市小额工程建设监督管理暂行规定.txt is empty, skipped.
2025-01-06 18:31:58,348 - INFO - 65-2007-01-09-合肥市政府采购中心2000年工作总结及2001年工作打算.txt is empty, skipped.
2025-01-06 18:31:58,349 - INFO - 63-2007-01-09-合肥市政府采购中心询问、质疑、投诉处理暂行办法.txt is empty, skipped.
2025-01-06 18:31:58,349 - INFO - 60-2007-01-10-财政部 国家税务总局关于股权分置试点改革有关税收政策问题的通知.txt is empty, skipped.
2025-01-06 18:31:58,349 - INFO - 24-2018-03-15-合肥市公共资源交易监督管理局关于2017年度法治政府建设工作情况的报告.txt is empty, skipped.
2025-01-06 18:31:58,350 - INFO - 39-2015-01-26-合肥市政府购买服务项目采购管理暂行办法.txt is empty, skipped.
2025-01-06 18:31:58,350 - INFO - 68-2007-01-09-关于建立合肥市政府采购联席会议制度的通知.txt is empty, skipped.
2025-01-06 18:31:58,350 - INFO - 69-2007-01-09-安徽省工程项目试行政府采购制度暂行规定.txt is empty, skipped.
2025-01-06 18:31:58,350 - INFO - 56-2007-01-10-合肥市产权交易特邀监督员工作暂行办法.txt is empty, skipped.
2025-01-06 18:31:58,350 - INFO - 58-2007-01-10-关于外商投资的公司审批登记管理法律适用若干问题的执行意见.txt is empty, skipped.
2025-01-06 18:31:58,350 - INFO - 66-2007-01-09-合肥市市本级2001年政府集中采购目录.txt is empty, skipped.
2025-01-06 18:31:58,351 - INFO - 69-2007-01-09-关于进一步推进我省政府采购工作的意见.txt is empty, skipped.
2025-01-06 18:31:58,352 - INFO - 59-2007-01-10-中华人民共和国证券法.txt is empty, skipped.
2025-01-06 18:31:58,352 - INFO - 23-2018-04-16-《合肥市公共资源交易活动特邀社会监督员管理暂行办法》政策解读.txt is empty, skipped.
2025-01-06 18:31:58,353 - INFO - 64-2007-01-09-合肥市政府采购中心《关于政府采购合同签定的有关规定》.txt is empty, skipped.
2025-01-06 18:31:58,353 - INFO - 69-2007-01-09-安徽省政府采购行为规范.txt is empty, skipped.
2025-01-06 18:31:58,353 - INFO - 55-2007-01-10-长春市国有资产管理委员会关于进一步规范开展企业股权登记、托管工作的通知.txt is empty, skipped.
2025-01-06 18:31:58,354 - INFO - 30-2018-01-16-安徽省非税收入管理条例.txt is empty, skipped.
2025-01-06 18:31:58,354 - INFO - 54-2007-01-10-深圳市属国有企业改制重组过程中资产债务处理暂行办法.txt is empty, skipped.
2025-01-06 18:31:58,354 - INFO - 66-2007-01-09-合肥市市级政府采购管理实施细则(试行).txt is empty, skipped.
2025-01-06 18:31:58,354 - INFO - 56-2007-01-10-合肥市政府关于规范国有、集体企业产权转让若干问题的通知.txt is empty, skipped.
2025-01-06 18:31:58,355 - INFO - 58-2007-01-10-关于印发《合肥市非上市股份有限公司股权集中登记托管实施办法》的通知.txt is empty, skipped.
2025-01-06 18:31:58,355 - INFO - 55-2007-01-10-深圳市国有企业领导人员经营决策行为十条禁令.txt is empty, skipped.
2025-01-06 18:31:58,356 - INFO - 39-2015-01-30-合肥市人民政府办公厅关于印发合肥市2015年市级公共资源集中交易目录的通知.txt is empty, skipped.
2025-01-06 18:31:58,356 - INFO - 19-2018-10-16-关于对《合肥市公共资源交易信访举报事项受理和调查处理暂行办法》内容条款修改的通知.txt is empty, skipped.
2025-01-06 18:31:58,356 - INFO - 64-2007-01-09-合肥市政府采购中心采购项目效益评价方法暂行规定.txt is empty, skipped.
2025-01-06 18:31:58,356 - INFO - 45-2010-12-29-关于印发合肥市2011年市级政府集中采购目录及限额标准的通知.txt is empty, skipped.
2025-01-06 18:31:58,356 - INFO - 31-2017-12-26-合肥市公管局权力清单和责任清单目录（32项）（2017年版）.txt is empty, skipped.
2025-01-06 18:31:58,356 - INFO - 60-2007-01-10-企业国有产权向管理层转让暂行规定.txt is empty, skipped.
2025-01-06 18:31:58,356 - INFO - 65-2007-01-09-合肥市政府采购中心责任追究制度(试行）.txt is empty, skipped.
2025-01-06 18:31:58,356 - INFO - 70-2007-01-09-政府采购信息公告管理办法.txt is empty, skipped.
2025-01-06 18:31:58,357 - INFO - 71-2007-01-09-关于贯彻实施《工程建设项目招标代理机构资格认定办法》有关事项的通知.txt is empty, skipped.
2025-01-06 18:31:58,358 - INFO - 14-2020-12-15-《合肥市公共资源交易管理条例》政策解读.txt is empty, skipped.
2025-01-06 18:31:58,358 - INFO - 65-2007-01-09-关于进一步做好政府采购信息统计分析工作的通知.txt is empty, skipped.
2025-01-06 18:31:58,360 - INFO - 60-2007-01-10-国务院办公厅转发国务院国有资产监督管理委员会关于规范国有企业改制工作的意见.txt is empty, skipped.
2025-01-06 18:31:58,360 - INFO - 58-2007-01-10-中央企业投资监督管理暂行办法.txt is empty, skipped.
2025-01-06 18:31:58,361 - INFO - 30-2018-01-19-合肥市公共资源交易监督管理局关于发布2017年度规范性文件清理结果的通知.txt is empty, skipped.
2025-01-06 18:31:58,361 - INFO - 57-2007-01-10-国务院办公厅转发国资委关于推进国有资本调整和国有企业重组指导意见的通知.txt is empty, skipped.
2025-01-06 18:31:58,361 - INFO - 66-2007-01-09-合肥市财政局政府采购工作内部处室职责分工及运转程序暂行规定.txt is empty, skipped.
2025-01-06 18:31:58,362 - INFO - 44-2011-04-11-关于确定国有产权交易机构的通知.txt is empty, skipped.
2025-01-06 18:31:58,362 - INFO - 20-2018-09-14-合肥市人民政府办公厅关于印发合肥市国有（集体）资产租赁管理暂行办法的通知.txt is empty, skipped.
2025-01-06 18:31:58,364 - INFO - 68-2007-01-09-安徽省关于政府采购中违法行为的行政处分规定.txt is empty, skipped.
2025-01-06 18:31:58,364 - INFO - 64-2007-01-09-合肥市政府采购中心专家评委选取办法.txt is empty, skipped.
2025-01-06 18:31:58,364 - INFO - 71-2007-01-09-中华人民共和国招标投标法.txt is empty, skipped.
2025-01-06 18:31:58,364 - INFO - 65-2007-01-09-关于调整市政府采购联席会议成员的通知.txt is empty, skipped.
2025-01-06 18:31:58,364 - INFO - 56-2007-01-10-关于明确合肥市破产企业整体资产出售有关规定的会议纪要.txt is empty, skipped.
2025-01-06 18:31:58,364 - INFO - 32-2017-09-01-中华人民共和国财政部令第87号--政府采购货物和服务招标投标管理办法.txt is empty, skipped.
2025-01-06 18:31:58,365 - INFO - 55-2007-01-10-合肥市产权交易中心行政效能建设实施细则.txt is empty, skipped.
2025-01-06 18:31:58,365 - INFO - 60-2007-01-10-《企业国有资产评估管理暂行办法》.txt is empty, skipped.
2025-01-06 18:31:58,365 - INFO - 56-2007-01-10-关于进一步规范国有企业改制和国有产权转让管理的若干意见.txt is empty, skipped.
2025-01-06 18:31:58,365 - INFO - 35-2017-02-16-合肥市公共资源交易项目交易方式管理规定.txt is empty, skipped.
2025-01-06 18:31:58,365 - INFO - 33-2017-08-11-合肥市财政局转发安徽省财政厅关于做好预决算公开情况统计工作的通知.txt is empty, skipped.
2025-01-06 18:31:58,365 - INFO - 32-2017-09-05-安徽省发展改革委关于安徽省评标评审专家劳务费支付标准的指导意见.txt is empty, skipped.
2025-01-06 18:31:58,365 - INFO - 33-2017-08-18-合肥市公管局关于公布公共服务清单的通告.txt is empty, skipped.
2025-01-06 18:31:58,366 - INFO - 16-2019-09-29-合肥市公管局公共服务清单.txt is empty, skipped.
2025-01-06 18:31:58,366 - INFO - 55-2007-01-10-市企业改革工作领导小组第一次全体会议会议纪要.txt is empty, skipped.
2025-01-06 18:31:58,366 - INFO - 63-2007-01-09-合肥市政府采购中心项目档案管理暂行办法.txt is empty, skipped.
2025-01-06 18:31:58,367 - INFO - 38-2015-10-09-安徽合肥公共资源交易网上商城供应商管理规定.txt is empty, skipped.
2025-01-06 18:31:58,367 - INFO - 40-2014-03-24-关于印发《合肥市公共资源交易单一来源采购方式公示暂行办法》的通知.txt is empty, skipped.
2025-01-06 18:31:58,368 - INFO - 30-2018-02-02-合肥市财政局关于印发2018年预算公开工作方案的通知.txt is empty, skipped.
2025-01-06 18:31:58,368 - INFO - 71-2007-01-09-国家药品监督管理局、卫生部关于印发药品招标代理机构资格认定及监督管理办法的通知.txt is empty, skipped.
2025-01-06 18:31:58,368 - INFO - 62-2007-01-09-天津市实行政府采购制度暂行办法.txt is empty, skipped.
2025-01-06 18:31:58,368 - INFO - 59-2007-01-10-中小企业板投资者权益保护指引.txt is empty, skipped.
2025-01-06 18:31:58,368 - INFO - 55-2007-01-10-广东省政府关于国有集体资产进入产权交易市场规范交易行为的通知.txt is empty, skipped.
2025-01-06 18:31:58,368 - INFO - 62-2007-01-09-四川省政府采购暂行办法.txt is empty, skipped.
2025-01-06 18:31:58,369 - INFO - 68-2007-01-09-合肥市政府采购管理暂行办法.txt is empty, skipped.
2025-01-06 18:31:58,369 - INFO - 35-2017-02-10-《合肥市2017年公共资源集中交易目录》解读.txt is empty, skipped.
2025-01-06 18:31:58,369 - INFO - 43-2011-06-10-关于切实规范企业国有产权转让行为的通知（皖国资产权[2006]137号）.txt is empty, skipped.
2025-01-06 18:31:58,369 - INFO - 71-2007-01-09-国务院办公厅关于转发国家发展计划委员会《国家重大建设项目稽察办法》的通知.txt is empty, skipped.
2025-01-06 18:31:58,369 - INFO - 57-2007-01-10-合肥市产权交易管理暂行办法.txt is empty, skipped.
2025-01-06 18:31:58,369 - INFO - 62-2007-01-09-辽宁省省直行政事业单位专项设备政府采购暂行办法.txt is empty, skipped.
2025-01-06 18:31:58,369 - INFO - 65-2007-01-09-关于将市级基本建设工程纳入政府采购管理的通知.txt is empty, skipped.
2025-01-06 18:31:58,370 - INFO - 71-2007-01-09-国家对外贸易经济合作部《机电产品国际招标管理办法》.txt is empty, skipped.
2025-01-06 18:31:58,371 - INFO - 11-2021-11-01-合肥市公共资源交易规范性文件目录及全文.txt is empty, skipped.
2025-01-06 18:31:58,371 - INFO - 57-2007-01-10-国务院办公厅关于严厉打击非法发行股票和非法经营证券业务有关问题的通知.txt is empty, skipped.
2025-01-06 18:31:58,371 - INFO - 69-2007-01-09-安徽省省级政府采购供应商资格审查登记办法.txt is empty, skipped.
2025-01-06 18:31:58,371 - INFO - 57-2007-01-10-国有控股上市公司(境外)实施股权激励试行办法.txt is empty, skipped.
2025-01-06 18:31:58,371 - INFO - 62-2007-01-09-南宁市政府采购管理办法.txt is empty, skipped.
2025-01-06 18:31:58,371 - INFO - 41-2011-10-11-四川省企业国有产权转让管理暂行办法实施细则.txt is empty, skipped.
2025-01-06 18:31:58,372 - INFO - 59-2007-01-10-中华人民共和国公司法（2006版）.txt is empty, skipped.
2025-01-06 18:31:58,372 - INFO - 8-2022-08-03-国家发展改革委等部门关于严格执行招标投标法规制度进一步规范招标投标主体行为的若干意见.txt is empty, skipped.
2025-01-06 18:31:58,373 - INFO - 45-2011-01-07-合肥市清理市本级行政事业单位银行账户工作实施方案.txt is empty, skipped.
2025-01-06 18:31:58,373 - INFO - 61-2007-01-09-河北省聘请评审专家论证政府采购招标文件管理办法（试行）.txt is empty, skipped.
2025-01-06 18:31:58,373 - INFO - 60-2007-01-10-股权分置改革管理办法.txt is empty, skipped.
2025-01-06 18:31:58,374 - INFO - 56-2007-01-10-合肥市政府进一步明确企业挂牌交易操作程序.txt is empty, skipped.
2025-01-06 18:31:58,374 - INFO - 61-2007-01-09-甘肃省省级政府采购管理暂行办法.txt is empty, skipped.
2025-01-06 18:31:58,375 - INFO - 61-2007-01-09-广东省省级政府采购供应商资格登记管理暂行办法.txt is empty, skipped.
2025-01-06 18:31:58,375 - INFO - 61-2007-01-09-河北省政府采购管理暂行办法.txt is empty, skipped.
2025-01-06 18:31:58,375 - INFO - 69-2007-01-09-2004年安徽省省级政府集中采购目录.txt is empty, skipped.
2025-01-06 18:31:58,377 - INFO - 65-2007-01-09-合肥市政府采购中心财务内审办法（试行）.txt is empty, skipped.
2025-01-06 18:31:58,377 - INFO - 70-2007-01-09-建筑工程设计招标投标管理办法.txt is empty, skipped.
2025-01-06 18:31:58,377 - INFO - 1-2024-09-29-合肥市公共资源交易监管权责清单.txt is empty, skipped.
2025-01-06 18:31:58,377 - INFO - 66-2007-01-09-关于印发《合肥市政府采购特邀请监督员工作暂行办法》的通知.txt is empty, skipped.
2025-01-06 18:31:58,378 - INFO - 55-2007-01-10-《四川省企业国有产权转让管理暂行办法》实施.txt is empty, skipped.
2025-01-06 18:31:58,378 - INFO - 40-2013-06-06-合肥市招管局依法行政五年规划纲要（2013-2017）.txt is empty, skipped.
2025-01-06 18:31:58,378 - INFO - 41-2011-10-31-关于印发合肥市民生工程项目招标投标管理暂行办法的通知.txt is empty, skipped.
2025-01-06 18:31:58,379 - INFO - 61-2007-01-09-天津市政府采购评标委员会工作细则.txt is empty, skipped.
2025-01-06 18:31:58,379 - INFO - 68-2007-01-09-关于2001年进一步加强推行政府采购制度工作的通知.txt is empty, skipped.
2025-01-06 18:31:58,380 - INFO - 62-2007-01-09-大连市政府采购管理暂行办法.txt is empty, skipped.
2025-01-06 18:31:58,380 - INFO - 67-2007-01-09-合肥市本级2003年政府集中采购目录.txt is empty, skipped.
2025-01-06 18:31:58,380 - INFO - 60-2007-01-10-关于企业国有产权转让有关问题的通知.txt is empty, skipped.
2025-01-06 18:31:58,380 - INFO - 37-2016-02-25-合肥市2016年会计中级资格无纸化考试50周岁以上考生报名政策解读.txt is empty, skipped.
2025-01-06 18:31:58,380 - INFO - 43-2011-06-09-《土地登记资料公开查询办法》.txt is empty, skipped.
2025-01-06 18:31:58,380 - INFO - 35-2017-02-07-合肥市公管局2016年规范性文件清理结果.txt is empty, skipped.
2025-01-06 18:31:58,381 - INFO - 55-2007-01-10-合肥市产权交易中心产权交易规则.txt is empty, skipped.
2025-01-06 18:31:58,381 - INFO - 66-2007-01-09-合肥市政府采购工作流程.txt is empty, skipped.
2025-01-06 18:31:58,381 - INFO - 63-2007-01-09-合肥市政府采购中心工作规程.txt is empty, skipped.
2025-01-06 18:31:58,381 - INFO - 70-2007-01-09-政府采购招标投标管理暂行办法.txt is empty, skipped.
2025-01-06 18:31:58,382 - INFO - 58-2007-01-10-关于中央企业带头遵守法律法规进一步依法经营管理的通知.txt is empty, skipped.
2025-01-06 18:31:58,382 - INFO - 64-2007-01-09-合肥市政府采购项目评审委员会组成及项目评审规则暂行办法.txt is empty, skipped.
2025-01-06 18:31:58,382 - INFO - 67-2007-01-09-合肥市市直行政事业单位公务用车实行定点加油暂行规定.txt is empty, skipped.
2025-01-06 18:31:58,382 - INFO - 55-2007-01-10-关于非上市股份有限公司股权实行集中登记托管的通知.txt is empty, skipped.
2025-01-06 18:31:58,383 - INFO - 19-2018-11-22-中华人民共和国招标投标法实施条例（2018修改）.txt is empty, skipped.
2025-01-06 18:31:58,383 - INFO - 68-2007-01-09-合肥市开展政府采购工作检查的暂行规定.txt is empty, skipped.
2025-01-06 18:31:58,384 - INFO - 70-2007-01-09-政府采购合同监督暂行办法.txt is empty, skipped.
2025-01-06 18:31:58,384 - INFO - 38-2016-02-04-合肥市人民政府办公厅关于印发合肥市2016年公共资源集中交易目录的通知.txt is empty, skipped.
2025-01-06 18:31:58,384 - INFO - 40-2013-11-04-合肥市公共资源交易工作考核暂行办法.txt is empty, skipped.
2025-01-06 18:31:58,385 - INFO - 69-2007-01-09-关于建立政府采购特邀监察员制度的通知.txt is empty, skipped.
2025-01-06 18:31:58,385 - INFO - 69-2007-01-09-安徽省合同监督条例.txt is empty, skipped.
2025-01-06 18:31:58,385 - INFO - 10-2021-12-10-安徽省财政厅关于印发《安徽省政府采购“徽采云”平台推广应用方案》的通知.txt is empty, skipped.
2025-01-06 18:31:58,386 - INFO - 65-2007-01-09-合肥市市属行政事业单位分散采购管理暂行办法.txt is empty, skipped.
2025-01-06 18:31:58,387 - INFO - 62-2007-01-09-株洲市政府采购实施细则.txt is empty, skipped.
2025-01-06 18:31:58,387 - INFO - 66-2007-01-09-合肥市财政性投资基本建设项目审核实行政府采购管理试行办法.txt is empty, skipped.
2025-01-06 18:31:58,387 - INFO - 59-2007-01-10-中华人民共和国个人所得税法.txt is empty, skipped.
2025-01-06 18:31:58,387 - INFO - 40-2013-06-07-合肥招标投标中心定点库管理暂行办法.txt is empty, skipped.
2025-01-06 18:31:58,388 - INFO - 17-2019-01-16-合肥市人民政府办公厅关于印发合肥市公共资源交易项目标后监督管理暂行办法的通知.txt is empty, skipped.
2025-01-06 18:31:58,388 - INFO - 55-2007-01-10-黑龙江省政府关于加强全省产权交易管理的通知.txt is empty, skipped.
2025-01-06 18:31:58,388 - INFO - 61-2007-01-09-《水利工程建设项目招标投标管理规定》.txt is empty, skipped.
2025-01-06 18:31:58,388 - INFO - 37-2016-08-23-合肥市公共资源交易市场竞争主体不良行为记录处理办法.txt is empty, skipped.
2025-01-06 18:31:58,389 - INFO - 64-2007-01-09-合肥市政府采购中心非招标采购方式工作程序.txt is empty, skipped.
2025-01-06 18:31:58,389 - INFO - 69-2007-01-09-安徽省政府采购投诉受理暂行办法.txt is empty, skipped.
2025-01-06 18:31:58,389 - INFO - 15-2020-06-01-合肥市人民政府关于调整《合肥市2020年公共资源集中交易目录》的通知.txt is empty, skipped.
2025-01-06 18:31:58,390 - INFO - 61-2007-01-09-关于推荐工程建设评标专家的通知.txt is empty, skipped.
2025-01-06 18:31:58,390 - INFO - 54-2007-01-10-陕西省省属国有企业改制工作程序(试行).txt is empty, skipped.
2025-01-06 18:31:58,390 - INFO - 16-2019-03-13-关于一级建造师注册证书采用管理号替代资格证书编号的通知.txt is empty, skipped.
2025-01-06 18:31:58,390 - INFO - 60-2007-01-10-企业国有产权无偿划转管理暂行办法.txt is empty, skipped.
2025-01-06 18:31:58,390 - INFO - 22-2018-05-22-安徽省基层基本公共服务功能建设资金管理办法有关政策解读.txt is empty, skipped.
2025-01-06 18:31:58,391 - INFO - 62-2007-01-09-深圳经济特区政府采购条例.txt is empty, skipped.
2025-01-06 18:31:58,391 - INFO - 61-2007-01-09-深圳市建设工程评标专家管理办法.txt is empty, skipped.
2025-01-06 18:31:58,392 - INFO - 39-2014-05-27-关于印发《合肥市2014年市级公共资源集中交易目录》的通知.txt is empty, skipped.
2025-01-06 18:31:58,393 - INFO - 40-2014-03-24-关于印发《合肥市公共资源交易业务工作程序试行办法》的通知.txt is empty, skipped.
